id,release_id,information_system,information_institution,information_storage_vendor,information_filesystem_type,information_client_nodes,information_client_total_procs,io500_score,io500_bw,io500_md,io500_tot_iops,information_data,information_10_node_challenge,information_list_name,information_identifier,information_submitter,information_submission_date,information_embargo_end_date,information_storage_install_date,information_storage_refresh_date,information_filesystem_name,information_filesystem_version,information_client_procs_per_node,information_client_operating_system,information_client_operating_system_version,information_client_kernel_version,information_md_nodes,information_md_storage_devices,information_md_storage_type,information_md_volatile_memory_capacity,information_md_storage_interface,information_md_network,information_md_software_version,information_md_operating_system_version,information_ds_nodes,information_ds_storage_devices,information_ds_storage_type,information_ds_volatile_memory_capacity,information_ds_storage_interface,information_ds_network,information_ds_software_version,information_ds_operating_system_version,information_note,information_best,ior_easy_write,ior_easy_read,ior_hard_write,ior_hard_read,mdtest_easy_write,mdtest_easy_stat,mdtest_easy_delete,mdtest_hard_write,mdtest_hard_read,mdtest_hard_stat,mdtest_hard_delete,find_easy,find_hard,marker_score,marker_md,storage_data,status,include_in_io500,valid_from,valid_to
283,ISC19,dm11,"HHMI Janelia Research Campus",,"Scale-out NAS",10,320,9.220000,2.380000,35.640000,24.370000,zip,,-,2019-06-22,"Scientific Computing Systems",5/9/19,,3/2018,,,8.1.2,32,"Scientific Linux",7.6,3.10.0-862.14.4.el7.x86_64,"12 All Flash, 56 Hybrid",15/1,SSD,"256GB,128GB",SAS,"Ethernet 40Gbps",,8.1.2,"12 All Flash, 56 Hybrid",15,"SSD,HDD","256GB,128GB","SAS,SATA","Ethernet 40Gbps",,8.1.2,,,18.71000,15.25,0.02,4.71,64.83,307.95,48.60,0.83,137.74,277.74,0.42,202,,-,-,-,VALID,1,5/9/19,10/31/19
287,ISC19,TigerShark,SUSE,"SUSE, Intel, Lenovo",CephFS,14,98,8.380000,3.580000,19.600000,18.730000,zip,,-,2019-06-30,SUSE,5/30/19,,11/2018,,"SUSE Enterprise Storage","5.5 (12.2.11)",7,"SUSE Linux Enterprise","12 SP3",4.4.178-94.91-default,3,1,NVMe,32GB,M.2,"Ethernet 100Gbps","5.5 (12.2.11)","12 SP3",10,12,SSD,96GB,SATA,"Ethernet 100Gbps","5.5 (12.2.11)","12 SP3",,,8.26000,2.20,2.04,4.43,8.71,37.47,9.36,9.61,12.63,51.76,7.37,154,,-,-,-,VALID,1,5/30/19,10/31/19
178,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,48,48,7.640000,2.930000,19.880000,17.700000,zip,,sc18,2018-11-22,"Clemson ACI",11/22/18,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,16,10,HDD,128GB,SATA,"Ethernet 10Gbps",7.1,7.4,,,4.43000,3.07,3.91,1.40,55.01,87.09,60.61,2.89,11.88,38.78,5.38,12,,Â§,Â§,-,VALID,,10/22/18,
349,ISC19,Bytecollider,CERN,,CephFS,64,64,7.560000,2.830000,20.160000,17.650000,zip,,-,2018-11-30,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,,72,3,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,true,4.73000,7.36,0.82,2.25,4.34,17.30,2.43,4.12,7153.97,14.63,3.40,,,-,-,-,VALID,1,1/1/19,10/31/19
412,ISC19,Bytecollider,CERN,,CephFS,64,64,7.560000,2.830000,20.160000,17.650000,zip,,-,2018-11-30,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,,72,3,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,true,4.73000,7.36,0.82,2.25,4.34,17.30,2.43,4.12,7153.97,14.63,3.40,,,-,-,-,VALID,1,1/1/19,10/31/19
362,ISC19,ofsdev,"Clemson University",Dell,Lustre,10,40,7.360000,1.900000,28.590000,19.500000,zip,,-,2018-11-43,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,9.84000,5.23,0.14,1.81,18.20,55.97,20.15,15.69,19.43,23.87,8.14,,,-,-,-,VALID,,1/1/19,10/31/19
425,ISC19,ofsdev,"Clemson University",Dell,Lustre,10,40,7.360000,1.900000,28.590000,19.500000,zip,,-,2018-11-43,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,4,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,9.84000,5.23,0.14,1.81,18.20,55.97,20.15,15.69,19.43,23.87,8.14,,,-,-,-,VALID,,1/1/19,10/31/19
291,ISC19,TigerShark,SUSE,"SUSE, Intel, Lenovo","SUSE Enterprise Storage",10,70,7.320000,2.480000,21.600000,17.680000,zip,,-,2019-06-11,SUSE,5/29/19,,11/2018,,CephFS,"5.5 (12.2.11)",7,SUSE,"12 SP3",4.4.178-94.91-default,3,1,NVMe,32GB,M.2,"Ethernet 100Gbps","5.5 (12.2.11)","12 SP3",10,12,SSD,96GB,SATA,"Ethernet 100Gbps","5.5 (12.2.11)","12 SP3",,,8.18000,1.33,1.11,3.13,12.16,36.69,10.69,10.74,18.26,50.10,8.17,124,,-,-,-,VALID,,5/29/19,10/31/19
352,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,10,10,7.140000,2.320000,22.050000,17.520000,zip,,-,2018-11-33,"Clemson ACI",1/1/19,,01/2015,,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.65000,4.26,3.16,0.58,14.11,76.55,13.01,4.91,11.20,94.83,6.71,,,-,-,-,VALID,,1/1/19,10/31/19
415,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,10,10,7.140000,2.320000,22.050000,17.520000,zip,,-,2018-11-33,"Clemson ACI",1/1/19,,01/2015,,scratch4,7.1,1,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.65000,4.26,3.16,0.58,14.11,76.55,13.01,4.91,11.20,94.83,6.71,,,-,-,-,VALID,,1/1/19,10/31/19
333,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,32,6.670000,2.950000,15.100000,14.760000,zip,,-,2018-11-14,"Clemson ACI",1/1/19,,07/2018,07/2018,scratch1b,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.38000,4.50,3.97,0.96,37.14,61.01,41.55,2.91,9.89,20.61,5.33,,,-,-,-,VALID,,1/1/19,10/31/19
396,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,32,6.670000,2.950000,15.100000,14.760000,zip,,-,2018-11-14,"Clemson ACI",1/1/19,,07/2018,07/2018,scratch1b,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.38000,4.50,3.97,0.96,37.14,61.01,41.55,2.91,9.89,20.61,5.33,,,-,-,-,VALID,,1/1/19,10/31/19
359,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,128,6.260000,1.250000,31.420000,18.050000,zip,,-,2018-11-40,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,4,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.03000,3.12,0.28,0.91,30.53,408.52,13.94,4.98,14.01,68.24,3.42,,,-,-,-,VALID,,1/1/19,10/31/19
422,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,128,6.260000,1.250000,31.420000,18.050000,zip,,-,2018-11-40,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,4,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.03000,3.12,0.28,0.91,30.53,408.52,13.94,4.98,14.01,68.24,3.42,,,-,-,-,VALID,,1/1/19,10/31/19
365,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,64,6.160000,1.250000,30.280000,17.630000,zip,,-,2018-11-46,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch4,2.9.7,2,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.68000,3.12,0.25,0.86,29.39,271.81,15.38,5.11,15.34,70.37,3.73,,,-,-,-,VALID,,1/1/19,10/31/19
428,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,64,6.160000,1.250000,30.280000,17.630000,zip,,-,2018-11-46,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch4,2.9.7,2,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.68000,3.12,0.25,0.86,29.39,271.81,15.38,5.11,15.34,70.37,3.73,,,-,-,-,VALID,,1/1/19,10/31/19
347,ISC19,ofsdev,"Clemson University",Dell,Lustre,16,32,6.070000,1.340000,27.560000,16.930000,zip,,-,2018-11-28,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,2,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,13.30000,7.31,0.19,0.17,16.25,37.97,18.96,14.03,15.11,34.61,11.45,,,-,-,-,VALID,,1/1/19,10/31/19
410,ISC19,ofsdev,"Clemson University",Dell,Lustre,16,32,6.070000,1.340000,27.560000,16.930000,zip,,-,2018-11-28,"Clemson ACI",1/1/19,,04/2012,11/2018,lofstest,2.10.5,2,"Oracle Linux",7.5,3.10.0-862.14.4.el7.x86_64,16,2,SSD,16GB,SATA,"FDR InfiniBand",2.10.5,7.5,16,12,HDD,16GB,SAS,"FDR InfiniBand",2.10.5,7.5,,,13.30000,7.31,0.19,0.17,16.25,37.97,18.96,14.03,15.11,34.61,11.45,,,-,-,-,VALID,,1/1/19,10/31/19
361,ISC19,Bytecollider,CERN,,CephFS,64,64,6.010000,2.850000,12.640000,12.970000,zip,,-,2018-11-42,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,embargo,72,72,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,false,4.94000,7.41,0.81,2.24,4.56,28.17,4.50,5.95,13.92,28.52,5.15,,,-,-,-,VALID,1,1/1/19,10/31/19
424,ISC19,Bytecollider,CERN,,CephFS,64,64,6.010000,2.850000,12.640000,12.970000,zip,,-,2018-11-42,"Pablo Llopis Sanmillan, Dan Van Der Ster",1/1/19,,10/2017,,Jim,12.2.9,1,CentOS,7.5,embargo,72,72,SSD,128GB,"10Gbps Ethernet","10Gbps Ethernet; Infiniband",12.2.9,7.5,72,3,SSD,128GB,SATA,"10Gbps Ethernet",12.2.8,7.5,,false,4.94000,7.41,0.81,2.24,4.56,28.17,4.50,5.95,13.92,28.52,5.15,,,-,-,-,VALID,1,1/1/19,10/31/19
298,ISC19,nrs,"HHMI Janelia Research Campus",Qumulo,"Scale out NFS",10,320,5.950000,2.590000,13.690000,13.230000,zip,,-,2019-06-1,"Scientific Computing Systems",5/15/19,,9/2016,,"Qumulo Core",2.12.0,32,"Scientific Linux",7.6,3.10.0-957.10.1.el7.x86_64,20,260,SSD,128GB,SATA,"Ethernet 40Gbps",,,20,520,HDD,128GB,SATA,"Ethernet 40Gbps",,,,,7.50000,16.23,0.13,2.80,20.20,159.78,19.25,0.21,81.33,154.50,0.22,34,,-,-,-,VALID,1,5/15/19,10/31/19
364,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,256,5.790000,1.050000,31.920000,17.220000,zip,,-,2018-11-45,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,8,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.17000,2.71,0.16,0.89,24.38,400.59,11.89,4.98,14.65,69.89,3.00,,,-,-,-,VALID,,1/1/19,10/31/19
427,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,32,256,5.790000,1.050000,31.920000,17.220000,zip,,-,2018-11-45,"Clemson ACI",1/1/19,,01/2015,10/2018,scratch4,7.1,8,"Oracle Linux",7.5,3.10.0-862.9.1.el7.x86_64,6,2,SSD,256GB,SATA,"FDR InfiniBand",7.1,7.5,6,10,HDD,256GB,SATA,"FDR InfiniBand",7.1,7.5,,,3.17000,2.71,0.16,0.89,24.38,400.59,11.89,4.98,14.65,69.89,3.00,,,-,-,-,VALID,,1/1/19,10/31/19
300,ISC19,"Lustre on GCP",PGS,Google,Lustre,10,50,5.700000,1.910000,17.050000,13.840000,zip,,-,2019-06-2,PGS,6/7/19,,06/19,,lustre,2.12.1,5,CentOS,7.6,3.10.0-957.12.2.el7.x86_64,1,1,PD-SSD,120GB,,Ethernet,2.12.1,7.6,20,1,PD-Standard,60GB,,Ethernet,2.12.1,7.6,,,7.34000,16.01,0.36,0.32,8.62,29.00,7.79,6.67,14.13,16.90,6.18,373,,-,-,-,VALID,1,6/7/19,10/31/19
301,ISC19,qflash,"HHMI Janelia Research Campus",Qumulo,"Scale out NFS",96,960,5.320000,2.800000,10.110000,11.110000,zip,,-,2019-06-3,"Scientific Computing Systems",5/6/19,,10/2018,,"Qumulo Core",2.11.0,10,"Scientific Linux",7.5,3.10.0-862.14.4.el7.x86_64,4,12,NVMe,192GB,NVMe,"Ethernet 100Gbps",,,4,12,NVMe,192GB,NVMe,"Ethernet 100Gbps",,,,,9.74000,17.31,0.12,3.12,8.63,105.02,11.34,0.29,90.47,35.31,0.32,36,,-,-,-,VALID,1,5/6/19,10/31/19
338,ISC19,Mistral,DKRZ,Seagate,Lustre2,10,80,5.320000,1.050000,27.060000,15.410000,zip,,-,2018-11-19,"Julian Kunkel",1/1/19,,2016,,lustre02,2.7,8,RHEL,"RHEL 6.10",2.6.32-696.18.7.el6.x86_64,1,42,HDD,,,"HDR Infiniband",,,62,82,HDD,,,"HDR Infiniband",,,,,24.38000,26.00,0.03,0.06,13.47,119.13,13.06,12.47,1.67,74.98,15.44,,,-,-,-,VALID,1,1/1/19,10/31/19
401,ISC19,Mistral,DKRZ,Seagate,Lustre2,10,80,5.320000,1.050000,27.060000,15.410000,zip,,-,2018-11-19,"Julian Kunkel",1/1/19,,2016,,lustre02,2.7,8,RHEL,"RHEL 6.10",2.6.32-696.18.7.el6.x86_64,1,42,HDD,,,"HDR Infiniband",,,62,82,HDD,,,"HDR Infiniband",,,,,24.38000,26.00,0.03,0.06,13.47,119.13,13.06,12.47,1.67,74.98,15.44,,,-,-,-,VALID,1,1/1/19,10/31/19
320,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,16,16,5.080000,2.240000,11.490000,11.230000,zip,,-,2018-11-1,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.42000,4.15,2.79,0.50,18.56,34.51,25.42,2.94,6.80,28.97,5.48,,,-,-,-,VALID,1,1/1/19,10/31/19
383,ISC19,Palmetto,"Clemson University",Dell,BeeGFS,16,16,5.080000,2.240000,11.490000,11.230000,zip,,-,2018-11-1,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1b,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",7.1,7.4,,,4.42000,4.15,2.79,0.50,18.56,34.51,25.42,2.94,6.80,28.97,5.48,,,-,-,-,VALID,1,1/1/19,10/31/19
305,ISC19,qflash,"HHMI Janelia Research Campus",Qumulo,"Scale out NFS",10,120,4.460000,2.120000,9.350000,9.610000,zip,,-,2019-06-37,"Scientific Computing Systems",5/6/19,,10/2018,,"Qumulo Core",2.11.0,12,"Scientific Linux",7.5,3.10.0-862.14.4.el7.x86_64,4,12,NVMe,192GB,NVMe,"Ethernet 100Gbps",,,4,12,NVMe,192GB,NVMe,"Ethernet 100Gbps",,,,,8.71000,12.60,0.12,1.60,8.57,65.20,9.50,0.29,73.08,66.61,0.32,25,,-,-,-,VALID,1,5/6/19,10/31/19
306,ISC19,Apocrita,"Queen Mary University Of London",DDN,"Spectrum Scale",10,240,4.360000,1.260000,15.090000,11.100000,zip,,-,2019-06-5,"Peter Childs",6/5/19,,11/2016,04/2018,"Long Term",4.2.3-8,24,,,,,,,,,,,,,,,,,,,,,,4.31000,4.88,0.27,0.44,11.63,68.86,18.79,4.62,5.64,7.37,3.63,257,,-,-,-,VALID,1,6/5/19,10/31/19
379,ISC19,Serrano,SNL,IBM,"Spectrum Scale",16,160,4.250000,0.650000,27.980000,0.000000,,,-,2018_13,,1/1/19,,,,,,10,,,,,,,,,,,,,,,,,,,,,true,1.08000,1.03,0.22,0.71,32.55,303.02,26.15,2.29,0.00,25.20,26.15,,,-,-,-,VALID,1,1/1/19,10/31/19
442,ISC19,Serrano,SNL,IBM,"Spectrum Scale",16,160,4.250000,0.650000,27.980000,0.000000,,,-,2018_13,,1/1/19,,,,,,10,,,,,,,,,,,,,,,,,,,,,true,1.08000,1.03,0.22,0.71,32.55,303.02,26.15,2.29,0.00,25.20,26.15,,,-,-,-,VALID,1,1/1/19,10/31/19
357,ISC19,Archer,EPCC,Seagate,Lustre,10,80,3.700000,0.770000,17.840000,10.520000,zip,,-,2018-11-38,"Julian Kunkel",1/1/19,,,,"work / fs2",,8,,,,1,,,,,"Cray Aries",,,12,40,HDD,,,"Cray Aries",,,,,10.53000,5.22,0.01,0.78,16.78,60.79,4.75,8.43,6.71,39.80,3.66,,,-,-,-,VALID,,1/1/19,10/31/19
420,ISC19,Archer,EPCC,Seagate,Lustre,10,80,3.700000,0.770000,17.840000,10.520000,zip,,-,2018-11-38,"Julian Kunkel",1/1/19,,,,"work / fs2",,8,,,,1,,,,,"Cray Aries",,,12,40,HDD,,,"Cray Aries",,,,,10.53000,5.22,0.01,0.78,16.78,60.79,4.75,8.43,6.71,39.80,3.66,,,-,-,-,VALID,,1/1/19,10/31/19
309,ISC19,Desmos,"JIHT RAS",,BeeGFS,10,60,3.550000,0.510000,24.880000,11.450000,zip,,-,2019-06-23,"Vladimir Stegailov",6/11/19,,06/18,,,6.18-suse11,6,SUSE,11.4,3.0.101-63-default,1,2,SSD,128GB,SATA,8x1gigE,6.18-suse12,12.3,1,14,HDD,128GB,SATA,"Ethernet 8x1gigabit",6.18-suse12,12.3,,,0.45000,0.82,0.34,0.53,15.20,91.32,14.59,6.95,12.04,83.60,5.36,193,,-,-,-,VALID,1,6/11/19,10/31/19
353,ISC19,Apocrita,"Queen Mary, University Of London",DDN,GPFS,10,240,3.440000,0.870000,13.560000,9.150000,zip,,-,2018-11-34,"Peter Childs",1/1/19,,11/2016,01/2019,data2,4.2.3-8,24,CentOS,7.4,3.10.0-693.11.6.el7.x86_64,4,8,SSD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7..3",4,21,HD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7.3",,,2.24000,2.17,0.29,0.41,10.60,68.56,21.92,3.21,4.50,5.89,3.49,,,-,-,-,VALID,,1/1/19,10/31/19
416,ISC19,Apocrita,"Queen Mary, University Of London",DDN,GPFS,10,240,3.440000,0.870000,13.560000,9.150000,zip,,-,2018-11-34,"Peter Childs",1/1/19,,11/2016,01/2019,data2,4.2.3-8,24,CentOS,7.4,3.10.0-693.11.6.el7.x86_64,4,8,SSD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7..3",4,21,HD,,SAS,"40Gbps Ethernet",4.2.3-8,"CentOS 7.3",,,2.24000,2.17,0.29,0.41,10.60,68.56,21.92,3.21,4.50,5.89,3.49,,,-,-,-,VALID,,1/1/19,10/31/19
311,ISC19,Fisher,"JIHT RAS",,BeeGFS,10,320,3.190000,0.510000,20.030000,9.910000,zip,,-,2019-06-36,"Vladimir Stegailov",6/12/19,,08/18,05/19,,7.1.1-sles12,32,SUSE,12.3,4.4.73-5-default,1,2,SSD,64GB,SATA,"InfiniBand FDR",7.1.1-sles12,12.3,16,1,HDD,256GB,SATA,"InfiniBand FDR",7.1.1-sles12,12.3,,,1.62000,1.97,0.12,0.17,11.70,60.85,6.95,6.43,19.62,58.51,5.10,139,,-,-,-,VALID,,6/12/19,10/31/19
369,ISC19,Jasmin/Lotus,STFC,Purestorage,NFS,64,128,2.330000,0.260000,20.930000,8.170000,zip,,-,2018_3,,1/1/19,,,,,,2,,,,,,,,,,,,,,,,,,,,,true,3.92000,1.80,0.01,0.05,45.96,347.54,44.97,1.32,142.07,175.63,1.13,,,-,-,-,VALID,1,1/1/19,10/31/19
432,ISC19,Jasmin/Lotus,STFC,Purestorage,NFS,64,128,2.330000,0.260000,20.930000,8.170000,zip,,-,2018_3,,1/1/19,,,,,,2,,,,,,,,,,,,,,,,,,,,,true,3.92000,1.80,0.01,0.05,45.96,347.54,44.97,1.32,142.07,175.63,1.13,,,-,-,-,VALID,1,1/1/19,10/31/19
346,ISC19,Palmetto,"Clemson University",Dell,OrangeFS,32,32,2.310000,1.930000,2.770000,4.140000,zip,,-,2018-11-27,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch1,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,true,3.99000,1.95,1.65,1.07,2.15,4.64,4.21,1.08,3.44,5.34,2.94,,,-,-,-,VALID,1,1/1/19,10/31/19
409,ISC19,Palmetto,"Clemson University",Dell,OrangeFS,32,32,2.310000,1.930000,2.770000,4.140000,zip,,-,2018-11-27,"Clemson ACI",1/1/19,,08/2012,07/2018,scratch1,2.9.7,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,true,3.99000,1.95,1.65,1.07,2.15,4.64,4.21,1.08,3.44,5.34,2.94,,,-,-,-,VALID,1,1/1/19,10/31/19
336,ISC19,Palmetto,"Clemson University",Dell,OrangeFS,48,48,2.150000,1.800000,2.570000,3.840000,zip,,-,2018-11-17,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,,2.35000,1.83,1.70,1.44,1.83,3.99,3.55,0.96,3.70,4.55,3.02,,,-,-,-,VALID,1,1/1/19,10/31/19
399,ISC19,Palmetto,"Clemson University",Dell,OrangeFS,48,48,2.150000,1.800000,2.570000,3.840000,zip,,-,2018-11-17,"Clemson ACI",1/1/19,,09/2012,07/2018,scratch1,7.1,1,"Oracle Linux",7.4,4.1.12-103.9.4.el7uek.x86_64,16,2,SSD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,16,10,HDD,128GB,SATA,"10Gbps Ethernet",2.9.7,7.4,,,2.35000,1.83,1.70,1.44,1.83,3.99,3.55,0.96,3.70,4.55,3.02,,,-,-,-,VALID,1,1/1/19,10/31/19
354,ISC19,nas6,Nemours,DDN,GPFS,1,2,2.060000,1.390000,3.040000,3.950000,zip,,-,2018-11-35,"Chris Pennington",1/1/19,,,,GS7K,,2,,,,,,,,,,,,,,,,,,,,,true,3.28000,2.88,0.33,1.19,4.87,3.30,1.94,4.08,1.22,1.47,0.83,,,-,-,-,VALID,1,1/1/19,10/31/19
417,ISC19,nas6,Nemours,DDN,GPFS,1,2,2.060000,1.390000,3.040000,3.950000,zip,,-,2018-11-35,"Chris Pennington",1/1/19,,,,GS7K,,2,,,,,,,,,,,,,,,,,,,,,true,3.28000,2.88,0.33,1.19,4.87,3.30,1.94,4.08,1.22,1.47,0.83,,,-,-,-,VALID,1,1/1/19,10/31/19
370,ISC19,Jasmin/Lotus,STFC,Purestorage,NFS,16,64,1.980000,0.210000,18.770000,7.050000,zip,,-,2018_4,,1/1/19,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3.62000,0.95,0.01,0.05,43.24,224.70,52.74,1.34,161.51,177.38,1.15,,,-,-,-,VALID,1,1/1/19,10/31/19
433,ISC19,Jasmin/Lotus,STFC,Purestorage,NFS,16,64,1.980000,0.210000,18.770000,7.050000,zip,,-,2018_4,,1/1/19,,,,,,4,,,,,,,,,,,,,,,,,,,,,,3.62000,0.95,0.01,0.05,43.24,224.70,52.74,1.34,161.51,177.38,1.15,,,-,-,-,VALID,1,1/1/19,10/31/19
332,ISC19,nas6,Nemours,DDN,GPFS,1,2,1.520000,0.740000,3.110000,3.250000,zip,,-,2018-11-13,"Chris Pennington",1/1/19,,,11/2018,GS7K,,2,Ubuntu,14.04LTS,,,,,,,,,,,,,,,,,,,true,3.92000,4.21,0.18,0.10,4.67,3.34,1.94,4.04,1.26,1.56,0.85,,,-,-,-,VALID,1,1/1/19,10/31/19
395,ISC19,nas6,Nemours,DDN,GPFS,1,2,1.520000,0.740000,3.110000,3.250000,zip,,-,2018-11-13,"Chris Pennington",1/1/19,,,11/2018,GS7K,,2,Ubuntu,14.04LTS,,,,,,,,,,,,,,,,,,,true,3.92000,4.21,0.18,0.10,4.67,3.34,1.94,4.04,1.26,1.56,0.85,,,-,-,-,VALID,1,1/1/19,10/31/19
